5924;Papillon;1.044275;1973-12-13;false;12000000;Crime:Drama;Solar Productions:Allied Artists Pictures:Corona-General;53267000;151;0.0;Not just a Great Escape. It was the Greatest.;Released;7.5
975;Paths of Glory;1.179841;1957-09-18;false;935000;Drama:War;Bryna Productions:Metro-Goldwyn-Mayer (MGM);0;88;0.0;It explodes in the no-man's land no picture ever dared cross before!;Released;7.7
391;A Fistful of Dollars;1.440723;1964-09-12;false;200000;Western;Constantin Film Produktion:Jolly Film:Ocean Films;14000000;99;0.0;In his own way he is perhaps, the most dangerous man who ever lived!;Released;7.2
797;Persona;0.817493;1966-10-18;false;0;Drama;Svensk Filmindustri;0;85;0.0;One of the ten greatest films of all time.;Released;7.4
22;Pirates of the Caribbean: The Curse of the Black Pearl;4.673693;2003-07-03;false;140000000;Adventure:Fantasy:Action;Walt Disney Pictures:Jerry Bruckheimer Films;655011224;143;0.0;Prepare to be blown out of the water.;Released;7.2
792;Platoon;1.773984;1986-12-18;false;6000000;Drama:War:Action;Orion Pictures:Hemdale Film Corporation;138530565;120;0.0;The first casualty of war is innocence.;Released;7.3
539;Psycho;2.109899;1960-08-14;false;806948;Drama:Horror:Thriller;Shamley Productions;32000000;109;0.0;The master of suspense moves his cameras into the icy blackness of the unexplored!;Released;7.9
680;Pulp Fiction;3.083253;1994-10-14;false;8000000;Thriller:Crime;Miramax Films:A Band Apart:Jersey Films;213928762;154;0.0;Just because you are a character doesn't mean you have character.;Released;8.0
1578;Raging Bull;1.299175;1980-11-14;false;18000000;Drama;United Artists;23000000;129;0.0;An emotionally self-destructive boxer's journey through life, as the violence and temper that leads him to the top in the ring, destroys his life outside it.;Released;7.4
85;Raiders of the Lost Ark;3.03529;1981-06-12;false;18000000;Adventure:Action;Lucasfilm:Paramount Pictures;389925971;115;0.0;Indiana Jones - the new hero from the creators of JAWS and STAR WARS.;Released;7.4
380;Rain Man;2.281594;1988-12-11;false;25000000;Drama;United Artists:Star Partners II Ltd.;354825435;133;0.0;A journey through understanding and fellowship.;Released;7.3
11645;Ran;0.895514;1985-06-01;false;11500000;Action:Drama:History;Nippon Herald Films:Greenwich Film Productions:Herald Ace;4069653;162;0.0;The Greatest Shakespeare Film;Released;7.4
2062;Ratatouille;2.566413;2007-06-28;false;150000000;Family:Fantasy:Animation;Walt Disney Pictures:Pixar Animation Studios;623722818;111;0.0;He's dying to become a chef.;Released;7.2
567;Rear Window;1.382524;1954-08-01;false;1000000;Mystery:Thriller;Paramount Pictures;36764313;112;0.0;It only takes one witness to spoil the perfect crime.;Released;7.8
223;Rebecca;1.06648;1940-04-12;false;1288000;Drama:Mystery:Romance:Thriller;Selznick International Pictures;43455;130;0.0;The shadow of this woman darkened their love.;Released;7.0
641;Requiem for a Dream;0.748726;2000-10-27;false;4500000;Drama;Artisan Entertainment;7390108;102;0.0;From the director of [Pi];Released;7.6
500;Reservoir Dogs;2.217025;1992-06-25;false;1200000;Crime:Thriller;Live Entertainment:Dog Eat Dog Productions Inc.;14661007;99;0.0;Every dog has his day.;Released;7.9
1366;Rocky;1.701243;1976-11-21;false;1100000;Drama;United Artists;117235147;119;0.0;His whole life was a million-to-one shot.;Released;7.1
804;Roman Holiday;1.190498;1953-09-02;false;1500000;Comedy:Romance;Paramount Pictures;12000000;119;0.0;Romance in romantic Rome!;Released;7.6
1580;Rope;1.033202;1948-08-23;false;1500000;Crime:Drama:Mystery:Thriller;Transatlantic Pictures:Warner Bros.:Metro-Goldwyn-Mayer (MGM);0;80;0.0;;Released;7.4
805;Rosemary's Baby;1.246999;1968-06-12;false;3200000;Horror:Drama:Mystery;Paramount Pictures:William Castle Productions;33395426;136;0.0;Pray for Rosemary's Baby;Released;7.2
857;Saving Private Ryan;2.042072;1998-07-24;false;70000000;Drama:History:War;Paramount Pictures:DreamWorks SKG:Amblin Entertainment:Mutual Film Company:Mark Gordon Productions;481840909;169;0.0;The mission is a man.;Released;7.6
111;Scarface;2.132064;1983-12-08;false;25000000;Action:Crime:Drama:Thriller;Universal Pictures;65884703;170;0.0;The world is yours...;Released;7.8
424;Schindler's List;2.635044;1993-11-29;false;22000000;Drama:History:War;Universal Pictures:Amblin Entertainment;321265768;195;0.0;Whoever saves one life, saves the world entire.;Released;8.0
807;Se7en;2.923086;1995-09-22;false;33000000;Crime:Mystery:Thriller;New Line Cinema:Juno Pix:Cecchi Gori Pictures;327311859;127;0.0;Seven deadly sins. Seven ways to die.;Released;7.8
11324;Shutter Island;3.329695;2010-02-18;false;80000000;Drama:Thriller:Mystery;Paramount Pictures:Appian Way:Phoenix Pictures:Sikelia Productions;294804195;138;0.0;Someone is missing.;Released;7.5
